run_id,question_id,chunking_strategy,embedding_model,config_key,hit_at_k,recall_at_k,reciprocal_rank,ndcg_at_k,retrieval_hit,embedding_latency_ms,search_latency_ms,item_status,error_message,created_at
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q041,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,1,1,1,1,t,38,5,COMPLETED,,2026-07-12 20:14:29.807056
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q042,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,1,1,1,1,t,35,5,COMPLETED,,2026-07-12 20:14:29.851565
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q043,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,1,1,1,1,t,37,6,COMPLETED,,2026-07-12 20:14:29.899834
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q044,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,1,1,1,1,t,40,6,COMPLETED,,2026-07-12 20:14:29.950749
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q045,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,0,0,0,0,f,40,5,COMPLETED,,2026-07-12 20:14:30.001305
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q046,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,0,0,0,0,f,39,5,COMPLETED,,2026-07-12 20:14:30.050603
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q047,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,1,1,1,1,t,50,7,COMPLETED,,2026-07-12 20:14:30.114229
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q048,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,1,1,0.5,0.6309297535714574,t,54,9,COMPLETED,,2026-07-12 20:14:30.183605
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q049,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,1,1,1,1,t,59,6,COMPLETED,,2026-07-12 20:14:30.254938
RQ2_HIERARCHICAL_MULTILINGUAL_E5_BASE_V1,Q050,HIERARCHICAL,MULTILINGUAL_E5_BASE,HIERARCHICAL:MULTILINGUAL_E5_BASE:5,1,1,1,1,t,43,6,COMPLETED,,2026-07-12 20:14:30.309357
