run_id,question_id,chunking_strategy,embedding_model,config_key,hit_at_k,recall_at_k,reciprocal_rank,ndcg_at_k,retrieval_hit,embedding_latency_ms,search_latency_ms,item_status,error_message,created_at
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q013,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,37,6,COMPLETED,,2026-07-12 20:03:20.477478
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q014,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,32,5,COMPLETED,,2026-07-12 20:03:20.519778
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q015,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,45,6,COMPLETED,,2026-07-12 20:03:20.576051
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q016,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,28,6,COMPLETED,,2026-07-12 20:03:20.615651
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q017,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,37,5,COMPLETED,,2026-07-12 20:03:20.663052
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q018,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,37,5,COMPLETED,,2026-07-12 20:03:20.7104
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q019,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,39,6,COMPLETED,,2026-07-12 20:03:20.760771
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q020,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,32,5,COMPLETED,,2026-07-12 20:03:20.804027
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q021,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,43,6,COMPLETED,,2026-07-12 20:03:20.857993
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q022,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,46,6,COMPLETED,,2026-07-12 20:03:20.915512
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q023,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,42,6,COMPLETED,,2026-07-12 20:03:20.968935
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q024,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,43,6,COMPLETED,,2026-07-12 20:03:21.02449
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q025,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,43,6,COMPLETED,,2026-07-12 20:03:21.07921
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q026,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,41,6,COMPLETED,,2026-07-12 20:03:21.132863
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q027,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,35,5,COMPLETED,,2026-07-12 20:03:21.179474
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q028,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,32,5,COMPLETED,,2026-07-12 20:03:21.222317
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q029,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,37,5,COMPLETED,,2026-07-12 20:03:21.269792
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q030,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,30,5,COMPLETED,,2026-07-12 20:03:21.310346
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q031,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,38,5,COMPLETED,,2026-07-12 20:03:21.359251
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q032,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,35,6,COMPLETED,,2026-07-12 20:03:21.406708
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q033,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,38,6,COMPLETED,,2026-07-12 20:03:21.45603
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q034,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,0.25,0.43067655807339306,t,38,5,COMPLETED,,2026-07-12 20:03:21.505157
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q035,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,30,7,COMPLETED,,2026-07-12 20:03:21.547812
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q036,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,0.2,0.38685280723454163,t,39,6,COMPLETED,,2026-07-12 20:03:21.598427
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q037,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,1,1,t,30,6,COMPLETED,,2026-07-12 20:03:21.639378
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q038,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,34,5,COMPLETED,,2026-07-12 20:03:21.683955
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q039,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,31,5,COMPLETED,,2026-07-12 20:03:21.725313
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q040,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,45,6,COMPLETED,,2026-07-12 20:03:21.781376
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q041,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,1,1,t,40,6,COMPLETED,,2026-07-12 20:03:21.832621
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q042,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,0.3333333333333333,0.5,t,38,6,COMPLETED,,2026-07-12 20:03:21.882181
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q043,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,1,1,t,42,5,COMPLETED,,2026-07-12 20:03:21.934527
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q044,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,0.5,0.6309297535714574,t,41,6,COMPLETED,,2026-07-12 20:03:21.987499
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q045,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,40,6,COMPLETED,,2026-07-12 20:03:22.038602
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q046,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,1,1,t,38,5,COMPLETED,,2026-07-12 20:03:22.086331
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q047,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,0.5,0.6309297535714574,t,42,5,COMPLETED,,2026-07-12 20:03:22.138329
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q048,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,0,0,0,0,f,36,6,COMPLETED,,2026-07-12 20:03:22.185829
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q049,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,1,1,t,45,5,COMPLETED,,2026-07-12 20:03:22.240668
RQ2_HIERARCHICAL_PHOBERT_BASE_V1,Q050,HIERARCHICAL,PHOBERT_BASE,HIERARCHICAL:PHOBERT_BASE:5,1,1,1,1,t,35,10,COMPLETED,,2026-07-12 20:03:22.290119
