run_id,question_id,experiment_type,benchmark_mode,question,ground_truth,generated_answer,f1_score,faithfulness,answer_relevancy,context_precision,context_recall,evaluation_source,evaluation_fallback_used,latency_ms,item_status,error_message,created_at
MAIN_FINETUNE_QWEN_V1,Q011,FINETUNE,FULL_PIPELINE,Nêu cú pháp của các loại biểu thức đơn giản (Simple expressions) trong Thymeleaf.,"Các biểu thức đơn giản trong Thymeleaf bao gồm: Biểu thức biến (Variable Expressions): ${...}, Biểu thức biến chọn (Selection Variable Expressions): *{...}, Biểu thức thông báo (Message Expressions): #{...}, Biểu thức liên kết URL (Link URL Expressions): @{...}, và Biểu thức phân đoạn (Fragment Expressions): ~{...}.","Các loại biểu thức đơn giản (simple expressions) trong Thymeleaf bao gồm:

1. Các toán tử cơ bản:
   - `+`: cộng
   - `-`: trừ
   - `*`: nhân
   - `/`: chia

2. Trạng thái boolean:
   - `true`
   - `false`

3. Trạng thái string:
   - `'string'` (truyền chuỗi)
   - `""string""` (chuyển sang kiểu String)

4. Trạng thái số nguyên:
   - `1`, `0`, `-1`, `2.5`, `null`

5. Trạng thái boolean:
   - `true`
   - `false`

6. Trạng thái null:
   - `null`",0.19417475728155337,0,0.8344462607637855,0,0,ragas-service:gemini,f,185561,COMPLETED,,2026-07-13 05:46:21.829106
MAIN_FINETUNE_QWEN_V1,Q012,FINETUNE,FULL_PIPELINE,Chế độ RAW template trong Thymeleaf được áp dụng trong tình huống nào?,"Chế độ RAW không xử lý mẫu mà được dùng để chèn các tài nguyên nguyên bản (tệp, phản hồi URL, v.v.) vào mẫu đang được xử lý. Nó hữu ích khi bao gồm các tài nguyên bên ngoài không được kiểm soát vào ứng dụng một cách an toàn mà không thực thi bất kỳ mã Thymeleaf nào trong đó.",RAW template là một cấu trúc cơ bản của Thymeleaf dùng để định nghĩa cấu trúc HTML gốc.,0.15189873417721517,0,0.8427478052385943,0,0,ragas-service:gemini,f,7612,COMPLETED,,2026-07-13 05:46:29.453358
MAIN_FINETUNE_QWEN_V1,Q013,FINETUNE,FULL_PIPELINE,Thuật toán (Algorithm) được định nghĩa như thế nào?,"Thuật toán là một chuỗi các chỉ dẫn không mập mờ nhằm giải quyết một vấn đề, tức là để thu được một đầu ra yêu cầu cho bất kỳ đầu vào hợp lệ nào trong một khoảng thời gian hữu hạn.","Thuật toán là một quy trình cụ thể, rõ ràng để giải quyết một vấn đề hoặc thực hiện một tác vụ.",0.28125,0,0.8037882859788431,0,0,ragas-service:gemini,f,8990,COMPLETED,,2026-07-13 05:46:38.449893
MAIN_FINETUNE_QWEN_V1,Q014,FINETUNE,FULL_PIPELINE,"Trong bài toán sắp xếp (Sorting), định dạng của đầu vào và đầu ra là gì?",Đầu vào là một chuỗi n số. Đầu ra là một sự sắp xếp lại của chuỗi đầu vào sao cho mỗi phần tử đứng trước nhỏ hơn hoặc bằng phần tử đứng sau nó.,"Định dạng đầu vào của bài toán sắp xếp thường là một dãy số nguyên được sắp xếp theo thứ tự tăng dần hoặc giảm dần. Trong trường hợp này, chúng ta chỉ cần trả về vị trí cuối cùng của phần tử cần tìm trong dãy số đã sắp xếp.

Định dạng đầu ra thường là một số duy nhất đại diện cho vị trí của phần tử cần tìm trong dãy số đã được sắp xếp.",0.23008849557522126,0,0.7474967320961308,0,0,ragas-service:gemini,f,18680,COMPLETED,,2026-07-13 05:46:57.13485
MAIN_FINETUNE_QWEN_V1,Q015,FINETUNE,FULL_PIPELINE,Tính ổn định (Stability) và tại chỗ (In-place) của một thuật toán sắp xếp khác nhau thế nào?,"Tính ổn định là khả năng giữ nguyên thứ tự tương đối của hai phần tử có giá trị bằng nhau trong đầu vào. Tính tại chỗ (In-place) nghĩa là thuật toán không yêu cầu thêm bộ nhớ phụ, ngoại trừ một vài đơn vị bộ nhớ nhỏ.","Tính ổn định (Stability) là tính chất của thuật toán khi nó giữ nguyên vị trí các phần tử có cùng giá trị nhưng thuộc lớp dữ liệu khác nhau. Trong khi đó, tại chỗ (In-place) nghĩa là thuật toán không cần thêm bộ nhớ ngoài phạm vi lưu trữ ban đầu để thực hiện sắp xếp.",0.4952380952380952,0,0.8631011562308677,0,0,ragas-service:gemini,f,13722,COMPLETED,,2026-07-13 05:47:10.868454
MAIN_FINETUNE_QWEN_V1,Q016,FINETUNE,FULL_PIPELINE,Đồ thị (Graph) là gì?,"Đồ thị G = <V, E> là một tập hợp các điểm gọi là đỉnh (vertices), trong đó một số đỉnh được nối với nhau bằng các đoạn thẳng gọi là cạnh (edges).",Đồ thị là một cấu trúc dữ liệu mô tả mối quan hệ giữa các đối tượng bằng cách liên kết chúng với nhau qua các điểm chéo.,0.30000000000000004,0,0.8322632547925345,0,0,ragas-service:gemini,f,10822,COMPLETED,,2026-07-13 05:47:21.701809
MAIN_FINETUNE_QWEN_V1,Q017,FINETUNE,FULL_PIPELINE,Mảng (Arrays) và Danh sách liên kết (Linked Lists) có những đặc điểm trái ngược nhau nào?,"Mảng có độ dài cố định, lưu trữ ở các vị trí bộ nhớ liên tiếp và cho phép truy cập trực tiếp. Ngược lại, Danh sách liên kết có độ dài động, lưu trữ ở các vị trí bộ nhớ tùy ý và phải truy cập bằng cách đi theo các liên kết (con trỏ).","Mảng (Array) và danh sách liên kết (LinkedList) đều là cấu trúc dữ liệu lưu trữ tập hợp các phần tử, nhưng chúng có một số đặc điểm khác biệt:

1. Trạng thái truy xuất:
   - Mảng: Truy xuất nhanh chóng bằng chỉ mục thứ tự.
   - LinkedList: Truy xuất chậm hơn vì cần duyệt qua toàn bộ danh sách.

2. Trạng thái cập nhật:
   - Mảng: Cập nhật giá trị dễ dàng bằng chỉ mục.
   - LinkedList: Cần thay đổi cấu trúc liên kết để cập nhật giá trị, mất thời gian hơn.

3. Trạng thái tìm kiếm:
   - Mảng: Tìm kiếm nhanh chóng bằng chỉ mục.
   - LinkedList: Tìm kiếm chậm hơn vì cần duyệt qua toàn bộ danh sách.

4. Trạng thái tăng giảm:
   - Mảng: Cân nhắc việc thay đổi kích thước khi thêm hoặc xóa phần tử.
   - LinkedList: Không giới hạn kích thước, dễ dàng thêm hoặc xóa phần tử mà không cần thay đổi cấu trúc.

5. Trạng thái cập nhật liên kết:
   - Mảng: Cập nhật giá trị bằng chỉ mục.
   - LinkedList: Cập nhật giá trị bằng cách di chuyển các phần tử liên tiếp.",0.13333333333333333,0,0.8107816605339154,0,0,ragas-service:gemini,f,31555,COMPLETED,,2026-07-13 05:47:53.263586
MAIN_FINETUNE_QWEN_V1,Q018,FINETUNE,FULL_PIPELINE,Sự khác biệt về cơ chế thêm và xóa phần tử giữa Ngăn xếp (Stack) và Hàng đợi (Queue)?,"Ngăn xếp hoạt động theo cơ chế LIFO (Vào sau ra trước), việc thêm và xóa chỉ được thực hiện ở đỉnh (top). Hàng đợi hoạt động theo cơ chế FIFO (Vào trước ra trước), thêm vào ở cuối (rear) và xóa ở đầu (front).","Trong toán học, Stack là cấu trúc dữ liệu lưu trữ các giá trị theo lối FIFO (First In First Out), tức là hàng đầu tiên vào sẽ được lấy ra trước. Trái lại, Queue là cấu trúc dữ liệu lưu trữ các giá trị theo lối FILO (Last In First Out), nghĩa là hàng cuối cùng vào sẽ được lấy ra trước.",0.16666666666666666,0,0.7402410571506337,0,0,ragas-service:gemini,f,11977,COMPLETED,,2026-07-13 05:48:05.251643
MAIN_FINETUNE_QWEN_V1,Q019,FINETUNE,FULL_PIPELINE,Cây (Tree) và Rừng (Forest) khác biệt như thế nào?,"Cây là một đồ thị vô hướng, liên thông và không có chu trình (acyclic). Rừng là một đồ thị không có chu trình, nhưng không bắt buộc phải liên thông.","Cây và rừng là hai cấu trúc sinh thái cơ bản trong hệ sinh thái tự nhiên. Cây là tập hợp các cành, rễ và lá kết nối thành một khối thống nhất, tạo nên sự phân chia rõ rệt giữa đất liền và không gian khí quyển. Trái lại, rừng là tập hợp cây lớn với mật độ dày đặc, cấu trúc phức tạp hơn, bao gồm cả hệ thống rãnh nước tự nhiên, hệ thống cành lá mọc dọc theo các hướng, tạo nên một môi trường sống đa dạng sinh học phức tạp.",0.11023622047244094,0,0.8091270181134744,0,0,ragas-service:gemini,f,14293,COMPLETED,,2026-07-13 05:48:19.554949
MAIN_FINETUNE_QWEN_V1,Q020,FINETUNE,FULL_PIPELINE,"Ký hiệu Big-O, Big-Omega và Big-Theta đại diện cho các tập hợp hàm nào?",Big-O (O) là tập hợp các hàm tăng không nhanh hơn g(n). Big-Omega (Ω) là tập hợp các hàm tăng ít nhất bằng mức của g(n). Big-Theta (Θ) là tập hợp các hàm tăng cùng tốc độ với g(n).,Big-O đại diện cho tập hợp hàm đồng thời tăng đến cùng nhau với n.,0.2692307692307693,0,0.757265615813671,0,0,ragas-service:gemini,f,8328,COMPLETED,,2026-07-13 05:48:27.892095
MAIN_FINETUNE_QWEN_V1,Q021,FINETUNE,FULL_PIPELINE,Kế hoạch chung để phân tích hiệu quả thời gian của một thuật toán không đệ quy gồm những bước nào?,"Các bước bao gồm: (1) Xác định tham số chỉ kích thước đầu vào n; (2) Xác định phép toán cơ bản; (3) Kiểm tra xem số lần thực thi có phụ thuộc vào các đầu vào khác nhau cùng kích thước không (để tính worst, average, best case); (4) Thiết lập tổng số lần phép toán cơ bản được thực thi; (5) Đơn giản hóa tổng bằng các công thức và quy tắc chuẩn.",Bước 1: Tính toán độ phức tạp thời gian (time complexity) của thuật toán.,0.0898876404494382,0,0.6985242860497388,0,0,ragas-service:gemini,f,9897,COMPLETED,,2026-07-13 05:48:37.802119
MAIN_FINETUNE_QWEN_V1,Q022,FINETUNE,FULL_PIPELINE,Trường hợp xấu nhất (Worst-case) và Trường hợp trung bình (Average-case) khác nhau thế nào?,"Trường hợp xấu nhất là thời gian tối đa thuật toán thực thi trên các đầu vào có kích thước n. Trường hợp trung bình là số lần thực thi kỳ vọng của phép toán cơ bản (như một biến ngẫu nhiên) trên các đầu vào điển hình có kích thước n, chứ không phải là trung bình cộng của trường hợp tốt nhất và xấu nhất.","Trường hợp xấu nhất (Worst-case) xảy ra khi dữ liệu đầu vào tối đa được xử lý trong quá trình tìm kiếm hoặc phân loại. Trong trường hợp này, thuật toán cần phải đối mặt với mức độ phức tạp lớn nhất có thể.

Trường hợp trung bình (Average-case) là mức độ phức tạp trung gian giữa việc tối ưu và trường hợp xấu nhất. Trong trường hợp này, thuật toán sẽ xử lý dữ liệu một cách hiệu quả hơn nhưng vẫn không tránh khỏi những rủi ro gặp phải các trường hợp đặc biệt khó khăn.",0.24242424242424243,0,0.8127864339334868,0,0,ragas-service:gemini,f,14798,COMPLETED,,2026-07-13 05:48:52.607131
MAIN_FINETUNE_QWEN_V1,Q023,FINETUNE,FULL_PIPELINE,Phép toán cơ bản (Basic operation) của một thuật toán là gì?,Phép toán cơ bản là phép toán đóng góp nhiều nhất vào tổng thời gian chạy của một thuật toán.,Phép toán cơ bản (Basic operation) là các phép tính đơn giản nhất mà thuật toán cần thực hiện để đạt được kết quả.,0.31818181818181823,0,0.7848903477779241,0,0,ragas-service:gemini,f,8412,COMPLETED,,2026-07-13 05:49:01.026948
MAIN_FINETUNE_QWEN_V1,Q024,FINETUNE,FULL_PIPELINE,Khi nào thì áp dụng Master Theorem (Định lý thợ) và công thức của nó là gì?,"Master Theorem được dùng để giải các phương trình đệ quy có dạng giảm đi một hệ số không đổi, cụ thể là phương trình dạng T(n) = aT(n/b) + f(n), trong đó f(n) ∈ Θ(n^k) với k>=0.","Master Theorem thường được áp dụng khi bài toán phân tích có độ phức tạp thời gian là O(n^k log^n n), với k là hệ số chính trong thuật toán.",0.2769230769230769,0,0.80200658088319,0,0,ragas-service:gemini,f,9637,COMPLETED,,2026-07-13 05:49:10.671151
MAIN_FINETUNE_QWEN_V1,Q025,FINETUNE,FULL_PIPELINE,Smoothness Rule (Quy tắc độ mượt) phát biểu điều gì?,"Quy tắc độ mượt phát biểu rằng nếu T(n) là một hàm không giảm và f(n) là một hàm mượt (như logn, n, nlogn), nếu T(n) ∈ Θ(f(n)) với các giá trị của n là lũy thừa của b (b>=2), thì T(n) ∈ Θ(f(n)) với mọi n.",Quy tắc Smoothness Rule mô tả một số nguyên tắc cơ bản để xác định độ mượt mà của đồ thị hàm số.,0.2058823529411765,0,0.8515402486821945,0,0,ragas-service:gemini,f,7297,COMPLETED,,2026-07-13 05:49:17.975803
MAIN_FINETUNE_QWEN_V1,Q026,FINETUNE,FULL_PIPELINE,Brute Force (Vét cạn) trong thiết kế thuật toán là gì?,"Brute Force là một cách tiếp cận trực tiếp và thẳng thắn để giải quyết vấn đề, thường dựa trực tiếp vào phát biểu của bài toán và các định nghĩa của các khái niệm liên quan.",Brute Force (Vét cạn) là phương pháp giải quyết bài toán bằng cách thử tất cả các kết quả có thể cho đến khi tìm ra đáp án đúng.,0.27272727272727276,0,0.7911995490727698,0,0,ragas-service:gemini,f,10326,COMPLETED,,2026-07-13 05:49:28.306857
MAIN_FINETUNE_QWEN_V1,Q027,FINETUNE,FULL_PIPELINE,Phương pháp Brute Force có những điểm mạnh và điểm yếu nào?,"Điểm mạnh: Ứng dụng rộng rãi, đơn giản, tạo ra thuật toán hợp lý cho một số bài toán quan trọng (như nhân ma trận, sắp xếp, tìm kiếm). Điểm yếu: Hiếm khi tạo ra các thuật toán tối ưu, một số thuật toán Brute Force chậm ở mức không thể chấp nhận được, và nó không mang tính xây dựng như các kỹ thuật thiết kế khác.","Brute Force là một phương pháp kiểm tra toàn bộ các khóa mật khẩu trong khoảng thời gian ngắn nhất có thể. Điểm mạnh của phương pháp này là:

1. Tốc độ nhanh, thường chỉ mất vài giây để thử hết tất cả các tài liệu học tập.
2. Không yêu cầu kiến thức chuyên môn sâu.

Tuy nhiên, điểm yếu chính là:

1. Khả năng bị hack rất cao, dễ bị crack thành công nếu mật khẩu dài hoặc phức tạp.
2. Tốn kém chi phí và thời gian khi cần thử hết tất cả các tài liệu học tập.",0.1301775147928994,0,0.8636352947706182,0,0,ragas-service:gemini,f,36659,COMPLETED,,2026-07-13 05:50:04.969287
MAIN_FINETUNE_QWEN_V1,Q028,FINETUNE,FULL_PIPELINE,Thuật toán sắp xếp chọn (Selection Sort) sử dụng phương pháp Brute Force như thế nào?,"Nó quét toàn bộ mảng để tìm phần tử nhỏ nhất và hoán đổi nó với phần tử đầu tiên. Sau đó, bắt đầu từ phần tử thứ hai, quét các phần tử bên phải để tìm phần tử nhỏ nhất trong số đó và hoán đổi nó với phần tử thứ hai, tiếp tục lặp lại quá trình này.","Thuật toán Selection Sort sử dụng phương pháp brute force để tìm vị trí của phần tử lớn nhất trong mảng và thay đổi vị trí của nó với phần tử đầu tiên. Trong mỗi bước, thuật toán sẽ duyệt qua toàn bộ mảng và tìm ra giá trị lớn nhất, sau đó thay đổi vị trí của nó so với phần tử đầu tiên.",0.27199999999999996,0,0.7567934481856652,0,0,ragas-service:gemini,f,10702,COMPLETED,,2026-07-13 05:50:15.677019
MAIN_FINETUNE_QWEN_V1,Q029,FINETUNE,FULL_PIPELINE,Độ phức tạp thời gian trong trường hợp xấu nhất của thuật toán Brute-Force String Matching là bao nhiêu?,"Độ phức tạp thời gian trong trường hợp xấu nhất là O(mn) số lần so sánh, với n là độ dài của văn bản và m là độ dài của mẫu (pattern) cần tìm.","Độ phức tạp thời gian tối đa của thuật toán Brute-force string matching là O(n * m), nơi n là độ dài chuỗi văn bản chính và m là độ dài chuỗi văn bản cần tìm kiếm.",0.42857142857142855,0,0.8444106118039961,0,0,ragas-service:gemini,f,8137,COMPLETED,,2026-07-13 05:50:23.823696
MAIN_FINETUNE_QWEN_V1,Q030,FINETUNE,FULL_PIPELINE,Exhaustive Search (Tìm kiếm cạn kiệt) là gì?,"Exhaustive Search là giải pháp Brute Force cho một bài toán liên quan đến việc tìm kiếm một phần tử có đặc tính đặc biệt, thường nằm trong các đối tượng tổ hợp như hoán vị, tổ hợp hoặc tập con của một tập hợp.","Trong toán học, Exhaustive Search (tìm kiếm cạn kiệt) là phương pháp tìm kiếm tối ưu hóa sử dụng thuật toán brute-force để kiểm tra tất cả các trường hợp có thể.",0.2857142857142857,0,0.8071000459381836,0,0,ragas-service:gemini,f,10006,COMPLETED,,2026-07-13 05:50:33.839933
MAIN_FINETUNE_QWEN_V1,Q031,FINETUNE,FULL_PIPELINE,Mục tiêu của bài toán Người chào hàng (Traveling Salesman Problem - TSP) là gì?,"Cho n thành phố với khoảng cách giữa mỗi cặp đã biết, bài toán yêu cầu tìm một chuyến đi ngắn nhất đi qua tất cả các thành phố đúng một lần trước khi quay trở lại thành phố xuất phát (tìm chu trình Hamilton ngắn nhất).","Trước hết, chúng ta cần hiểu rõ mục tiêu của bài toán Traveling Salesman Problem (TSP):

1. Mục tiêu chính: Tìm kiếm một lộ trình đi lại ngắn nhất để thăm tất cả các điểm mục tiêu.

2. Trạng thái tối ưu:
   - TSP là bài toán NP-hard nên không có phương pháp giải quyết hoàn toàn.
   - Khi số điểm mục tiêu tăng lên, thời gian giải quyết càng dài và độ phức tạp càng cao.

3. Các vấn đề liên quan:
   - Độ phức tạp: TSP là bài toán NP-hard, khó tính toán tối ưu.
   - Trạng thái tối ưu: Lộ trình ngắn nhất không nhất thiết phải đi qua tất cả các điểm mục tiêu.
   - Kỹ thuật giải quyết: Bắt đầu từ điểm gốc, chọn điểm tiếp theo gần nhất và cập nhật danh sách điểm đã thăm.",0.17391304347826086,0,0.7898842295734806,0,0,ragas-service:gemini,f,21379,COMPLETED,,2026-07-13 05:50:55.224131
MAIN_FINETUNE_QWEN_V1,Q032,FINETUNE,FULL_PIPELINE,"Theo V.I.Lênin, vật chất được định nghĩa như thế nào?","Vật chất là phạm trù triết học dùng để chỉ thực tại khách quan được đem lại cho con người trong cảm giác, được cảm giác của chúng ta chép lại, chụp lại, phản ánh và tồn tại không lệ thuộc vào cảm giác.",Vật chất là tất cả những gì có thể nhận biết và đo lường được qua các giác quan của con người.,0.30303030303030304,0,0.75236976019037,0,0,ragas-service:gemini,f,8445,COMPLETED,,2026-07-13 05:51:03.678219
MAIN_FINETUNE_QWEN_V1,Q033,FINETUNE,FULL_PIPELINE,Định nghĩa vật chất của Lênin giải quyết mối quan hệ giữa vật chất và ý thức như thế nào?,"Theo Lênin, vật chất là nền tảng, là nguồn gốc của ý thức (vật chất có trước, ý thức có sau). Đồng thời, con người nhận thức được thế giới vật chất bằng cách 'chép lại, chụp lại, phản ánh' thế giới khách quan đó.","Lênin đã phân tích rõ ràng mối quan hệ giữa vật chất và ý thức qua hai khái niệm cơ bản: ""cơ sở vật chất"" và ""đối tượng vận động"".",0.16,0,0.7925874637804583,0,0,ragas-service:gemini,f,50438,COMPLETED,,2026-07-13 05:51:54.124139
MAIN_FINETUNE_QWEN_V1,Q034,FINETUNE,FULL_PIPELINE,Chủ nghĩa duy vật chất phác thời cổ đại quan niệm vật chất là gì?,"Chủ nghĩa duy vật chất phác thời cổ đại quan niệm vật chất đồng nhất với những dạng cụ thể của vật chất hoặc nguyên tử, mang tính trực quan và cảm tính.","Chủ nghĩa duy vật chất phác thời cổ đại quan niệm vật chất là tất cả các hiện tượng vật lý học, sinh học và thể chất của thế giới thực.",0.4375,0,0.8591180335796871,0,0,ragas-service:gemini,f,6797,COMPLETED,,2026-07-13 05:52:00.932957
MAIN_FINETUNE_QWEN_V1,Q035,FINETUNE,FULL_PIPELINE,Ăngghen định nghĩa vận động như thế nào?,"Vận động là một phương thức tồn tại của vật chất, là một thuộc tính cố hữu của vật chất, bao gồm tất cả mọi sự thay đổi và mọi quá trình diễn ra trong vũ trụ kể từ sự thay đổi vị trí đơn giản cho đến tư duy.",Ăngghen định nghĩa vận động là sự chuyển di của một vật từ vị trí cũ sang vị trí mới trong một khoảng thời gian nhất định.,0.2857142857142857,0,0.8654014296850748,0,0,ragas-service:gemini,f,6806,COMPLETED,,2026-07-13 05:52:07.745718
