run_id,question_id,chunking_strategy,embedding_model,config_key,hit_at_k,recall_at_k,reciprocal_rank,ndcg_at_k,retrieval_hit,embedding_latency_ms,search_latency_ms,item_status,error_message,created_at
RQ1_FIXED_SIZE_BGE_M3_V1,Q016,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.3333333333333333,0.5,t,114,5,COMPLETED,,2026-07-12 18:24:26.317655
RQ1_FIXED_SIZE_BGE_M3_V1,Q017,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,156,5,COMPLETED,,2026-07-12 18:24:26.485638
RQ1_FIXED_SIZE_BGE_M3_V1,Q018,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,158,5,COMPLETED,,2026-07-12 18:24:26.654777
RQ1_FIXED_SIZE_BGE_M3_V1,Q019,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,147,4,COMPLETED,,2026-07-12 18:24:26.811964
RQ1_FIXED_SIZE_BGE_M3_V1,Q020,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,137,4,COMPLETED,,2026-07-12 18:24:26.958977
RQ1_FIXED_SIZE_BGE_M3_V1,Q021,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,130,4,COMPLETED,,2026-07-12 18:24:27.098894
RQ1_FIXED_SIZE_BGE_M3_V1,Q022,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,136,4,COMPLETED,,2026-07-12 18:24:27.244703
RQ1_FIXED_SIZE_BGE_M3_V1,Q023,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.5,0.6309297535714574,t,110,4,COMPLETED,,2026-07-12 18:24:27.364364
RQ1_FIXED_SIZE_BGE_M3_V1,Q024,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,147,5,COMPLETED,,2026-07-12 18:24:27.522673
RQ1_FIXED_SIZE_BGE_M3_V1,Q025,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,137,5,COMPLETED,,2026-07-12 18:24:27.6699
RQ1_FIXED_SIZE_BGE_M3_V1,Q026,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,150,5,COMPLETED,,2026-07-12 18:24:27.831535
RQ1_FIXED_SIZE_BGE_M3_V1,Q027,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.5,0.6309297535714574,t,128,5,COMPLETED,,2026-07-12 18:24:27.97054
RQ1_FIXED_SIZE_BGE_M3_V1,Q028,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,168,6,COMPLETED,,2026-07-12 18:24:28.150352
RQ1_FIXED_SIZE_BGE_M3_V1,Q029,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,0,0,0,0,f,149,4,COMPLETED,,2026-07-12 18:24:28.310839
RQ1_FIXED_SIZE_BGE_M3_V1,Q030,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,134,5,COMPLETED,,2026-07-12 18:24:28.455235
RQ1_FIXED_SIZE_BGE_M3_V1,Q031,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.5,0.6309297535714574,t,144,4,COMPLETED,,2026-07-12 18:24:28.609937
RQ1_FIXED_SIZE_BGE_M3_V1,Q032,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,116,4,COMPLETED,,2026-07-12 18:24:28.736
RQ1_FIXED_SIZE_BGE_M3_V1,Q033,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.3333333333333333,0.5,t,139,4,COMPLETED,,2026-07-12 18:24:28.88582
RQ1_FIXED_SIZE_BGE_M3_V1,Q034,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.5,0.6309297535714574,t,120,5,COMPLETED,,2026-07-12 18:24:29.016559
RQ1_FIXED_SIZE_BGE_M3_V1,Q035,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,122,5,COMPLETED,,2026-07-12 18:24:29.150234
RQ1_FIXED_SIZE_BGE_M3_V1,Q036,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,0,0,0,0,f,122,5,COMPLETED,,2026-07-12 18:24:29.283294
RQ1_FIXED_SIZE_BGE_M3_V1,Q037,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,99,5,COMPLETED,,2026-07-12 18:24:29.393583
RQ1_FIXED_SIZE_BGE_M3_V1,Q038,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.25,0.43067655807339306,t,132,5,COMPLETED,,2026-07-12 18:24:29.537307
RQ1_FIXED_SIZE_BGE_M3_V1,Q039,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.3333333333333333,0.5,t,140,6,COMPLETED,,2026-07-12 18:24:29.689211
RQ1_FIXED_SIZE_BGE_M3_V1,Q040,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,0,0,0,0,f,141,6,COMPLETED,,2026-07-12 18:24:29.843397
RQ1_FIXED_SIZE_BGE_M3_V1,Q041,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,188,6,COMPLETED,,2026-07-12 18:24:30.04611
RQ1_FIXED_SIZE_BGE_M3_V1,Q042,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,0.5,0.6309297535714574,t,174,5,COMPLETED,,2026-07-12 18:24:30.233833
RQ1_FIXED_SIZE_BGE_M3_V1,Q043,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,161,6,COMPLETED,,2026-07-12 18:24:30.407727
RQ1_FIXED_SIZE_BGE_M3_V1,Q044,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,151,5,COMPLETED,,2026-07-12 18:24:30.569137
RQ1_FIXED_SIZE_BGE_M3_V1,Q045,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,130,4,COMPLETED,,2026-07-12 18:24:30.709387
RQ1_FIXED_SIZE_BGE_M3_V1,Q046,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,130,6,COMPLETED,,2026-07-12 18:24:30.85109
RQ1_FIXED_SIZE_BGE_M3_V1,Q047,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,155,5,COMPLETED,,2026-07-12 18:24:31.017364
RQ1_FIXED_SIZE_BGE_M3_V1,Q048,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,150,7,COMPLETED,,2026-07-12 18:24:31.180761
RQ1_FIXED_SIZE_BGE_M3_V1,Q049,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,174,5,COMPLETED,,2026-07-12 18:24:31.366999
RQ1_FIXED_SIZE_BGE_M3_V1,Q050,FIXED_SIZE,BGE_M3,FIXED_SIZE:BGE_M3:5,1,1,1,1,t,147,5,COMPLETED,,2026-07-12 18:24:31.525863
